pru
Integration time [ms]:   0,150
Averaging Nr. [scans]: 50
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 7416147SP
Wave   ;Sample   ;Dark     ;Reference
[nm]   ;[counts] ;[counts] ;[counts] 

230,218;  290,168;  290,315;  293,845
230,311;  315,509;  319,885;  318,565
230,404;  310,569;  309,855;  312,875
230,497;  318,268;  317,385;  315,715
230,591;  335,629;  333,426;  335,355
230,684;  327,289;  326,486;  329,355
230,777;  314,749;  311,736;  314,765
230,870;  318,789;  313,326;  316,955
230,964;  310,909;  310,885;  314,745
231,057;  340,569;  342,496;  343,475
231,150;  334,228;  331,695;  332,715
231,243;  334,448;  330,635;  332,775
231,336;  332,868;  331,375;  331,335
231,430;  317,789;  316,496;  317,715
231,523;  328,689;  324,516;  326,785
231,616;  313,708;  305,445;  309,685
231,709;  341,928;  328,065;  330,025
231,802;  312,168;  300,945;  301,885
231,895;  315,708;  299,836;  300,315
231,988;  328,289;  315,655;  318,535
232,082;  310,809;  298,155;  302,425
232,175;  317,148;  302,155;  306,175
232,268;  315,629;  301,266;  305,345
232,361;  315,948;  304,806;  307,515
232,454;  334,909;  322,396;  323,025
232,547;  327,189;  318,716;  322,655
232,640;  308,608;  296,766;  294,035
232,733;  334,129;  314,116;  323,045
232,826;  300,529;  288,915;  295,035
232,919;  324,448;  313,826;  312,665
233,012;  308,909;  293,646;  292,775
233,105;  309,909;  294,766;  298,815
233,199;  317,529;  299,875;  304,045
233,292;  309,668;  293,475;  296,235
233,385;  274,108;  263,426;  262,225
233,478;  306,168;  293,885;  295,685
233,571;  337,129;  324,586;  327,675
233,664;  319,129;  305,996;  308,435
233,757;  292,988;  280,796;  281,395
233,850;  297,488;  282,255;  285,825
233,943;  305,089;  290,896;  292,195
234,035;  319,249;  300,576;  302,355
234,128;  297,129;  281,836;  283,945
234,221;  309,888;  297,665;  298,245
234,314;  320,509;  304,915;  311,975
234,407;  322,189;  302,935;  309,075
234,500;  292,849;  277,625;  281,875
234,593;  302,928;  287,095;  285,735
234,686;  309,228;  293,746;  293,765
234,779;  305,069;  291,266;  293,165
234,872;  297,189;  281,806;  281,565
234,965;  300,529;  292,806;  290,795
235,058;  289,228;  274,155;  276,215
235,150;  303,069;  285,776;  290,805
