pru
Integration time [ms]:   0,150
Averaging Nr. [scans]: 50
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 7416147SP
Wave   ;Sample   ;Dark     ;Reference
[nm]   ;[counts] ;[counts] ;[counts] 

230,218;  295,720;  290,315;  293,845
230,311;  321,760;  319,885;  318,565
230,404;  313,361;  309,855;  312,875
230,497;  320,081;  317,385;  315,715
230,591;  341,461;  333,426;  335,355
230,684;  328,201;  326,486;  329,355
230,777;  313,220;  311,736;  314,765
230,870;  312,600;  313,326;  316,955
230,964;  311,500;  310,885;  314,745
231,057;  342,820;  342,496;  343,475
231,150;  333,961;  331,695;  332,715
231,243;  330,581;  330,635;  332,775
231,336;  333,301;  331,375;  331,335
231,430;  318,260;  316,496;  317,715
231,523;  327,060;  324,516;  326,785
231,616;  306,341;  305,445;  309,685
231,709;  343,921;  328,065;  330,025
231,802;  318,201;  300,945;  301,885
231,895;  313,260;  299,836;  300,315
231,988;  327,401;  315,655;  318,535
232,082;  313,741;  298,155;  302,425
232,175;  315,660;  302,155;  306,175
232,268;  316,901;  301,266;  305,345
232,361;  312,600;  304,806;  307,515
232,454;  329,681;  322,396;  323,025
232,547;  333,880;  318,716;  322,655
232,640;  309,540;  296,766;  294,035
232,733;  331,401;  314,116;  323,045
232,826;  307,100;  288,915;  295,035
232,919;  326,660;  313,826;  312,665
233,012;  305,220;  293,646;  292,775
233,105;  312,921;  294,766;  298,815
233,199;  317,921;  299,875;  304,045
233,292;  313,081;  293,475;  296,235
233,385;  274,040;  263,426;  262,225
233,478;  308,260;  293,885;  295,685
233,571;  336,000;  324,586;  327,675
233,664;  317,320;  305,996;  308,435
233,757;  294,741;  280,796;  281,395
233,850;  293,141;  282,255;  285,825
233,943;  307,681;  290,896;  292,195
234,035;  317,760;  300,576;  302,355
234,128;  291,901;  281,836;  283,945
234,221;  311,160;  297,665;  298,245
234,314;  324,141;  304,915;  311,975
234,407;  323,861;  302,935;  309,075
234,500;  297,181;  277,625;  281,875
234,593;  302,060;  287,095;  285,735
234,686;  303,421;  293,746;  293,765
234,779;  306,121;  291,266;  293,165
234,872;  296,861;  281,806;  281,565
234,965;  306,440;  292,806;  290,795
235,058;  290,421;  274,155;  276,215
235,150;  305,820;  285,776;  290,805
