pru
Integration time [ms]:   0,150
Averaging Nr. [scans]: 100
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 7416147SP
Wave   ;Sample   ;Dark     ;Reference
[nm]   ;[counts] ;[counts] ;[counts] 

230,218;  290,438;  290,315;  293,845
230,311;  318,688;  319,885;  318,565
230,404;  308,807;  309,855;  312,875
230,497;  318,087;  317,385;  315,715
230,591;  334,078;  333,426;  335,355
230,684;  328,658;  326,486;  329,355
230,777;  313,807;  311,736;  314,765
230,870;  310,777;  313,326;  316,955
230,964;  307,717;  310,885;  314,745
231,057;  339,138;  342,496;  343,475
231,150;  331,608;  331,695;  332,715
231,243;  329,078;  330,635;  332,775
231,336;  331,978;  331,375;  331,335
231,430;  317,807;  316,496;  317,715
231,523;  325,078;  324,516;  326,785
231,616;  308,068;  305,445;  309,685
231,709;  345,108;  328,065;  330,025
231,802;  317,967;  300,945;  301,885
231,895;  314,747;  299,836;  300,315
231,988;  329,017;  315,655;  318,535
232,082;  312,688;  298,155;  302,425
232,175;  318,737;  302,155;  306,175
232,268;  317,147;  301,266;  305,345
232,361;  315,568;  304,806;  307,515
232,454;  335,987;  322,396;  323,025
232,547;  332,837;  318,716;  322,655
232,640;  306,337;  296,766;  294,035
232,733;  332,617;  314,116;  323,045
232,826;  309,427;  288,915;  295,035
232,919;  326,867;  313,826;  312,665
233,012;  306,027;  293,646;  292,775
233,105;  311,638;  294,766;  298,815
233,199;  316,797;  299,875;  304,045
233,292;  310,027;  293,475;  296,235
233,385;  277,728;  263,426;  262,225
233,478;  310,027;  293,885;  295,685
233,571;  337,027;  324,586;  327,675
233,664;  319,038;  305,996;  308,435
233,757;  295,267;  280,796;  281,395
233,850;  297,658;  282,255;  285,825
233,943;  305,487;  290,896;  292,195
234,035;  316,457;  300,576;  302,355
234,128;  295,628;  281,836;  283,945
234,221;  314,078;  297,665;  298,245
234,314;  323,758;  304,915;  311,975
234,407;  321,467;  302,935;  309,075
234,500;  299,777;  277,625;  281,875
234,593;  304,717;  287,095;  285,735
234,686;  308,358;  293,746;  293,765
234,779;  305,818;  291,266;  293,165
234,872;  297,337;  281,806;  281,565
234,965;  304,057;  292,806;  290,795
235,058;  290,378;  274,155;  276,215
235,150;  305,318;  285,776;  290,805
