pru
Integration time [ms]:   0,150
Averaging Nr. [scans]: 100
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 7416147SP
Wave   ;Sample   ;Dark     ;Reference
[nm]   ;[counts] ;[counts] ;[counts] 

230,218;  295,560;  290,315;  293,845
230,311;  319,859;  319,885;  318,565
230,404;  312,699;  309,855;  312,875
230,497;  320,000;  317,385;  315,715
230,591;  338,340;  333,426;  335,355
230,684;  333,060;  326,486;  329,355
230,777;  318,109;  311,736;  314,765
230,870;  318,349;  313,326;  316,955
230,964;  313,530;  310,885;  314,745
231,057;  340,620;  342,496;  343,475
231,150;  332,859;  331,695;  332,715
231,243;  332,419;  330,635;  332,775
231,336;  335,259;  331,375;  331,335
231,430;  319,319;  316,496;  317,715
231,523;  328,829;  324,516;  326,785
231,616;  310,030;  305,445;  309,685
231,709;  343,229;  328,065;  330,025
231,802;  317,120;  300,945;  301,885
231,895;  317,169;  299,836;  300,315
231,988;  329,699;  315,655;  318,535
232,082;  313,259;  298,155;  302,425
232,175;  318,879;  302,155;  306,175
232,268;  318,520;  301,266;  305,345
232,361;  320,470;  304,806;  307,515
232,454;  340,009;  322,396;  323,025
232,547;  334,669;  318,716;  322,655
232,640;  310,530;  296,766;  294,035
232,733;  331,970;  314,116;  323,045
232,826;  310,139;  288,915;  295,035
232,919;  330,579;  313,826;  312,665
233,012;  307,780;  293,646;  292,775
233,105;  316,060;  294,766;  298,815
233,199;  318,199;  299,875;  304,045
233,292;  308,259;  293,475;  296,235
233,385;  276,090;  263,426;  262,225
233,478;  310,690;  293,885;  295,685
233,571;  341,579;  324,586;  327,675
233,664;  321,220;  305,996;  308,435
233,757;  300,400;  280,796;  281,395
233,850;  295,520;  282,255;  285,825
233,943;  308,750;  290,896;  292,195
234,035;  316,960;  300,576;  302,355
234,128;  297,109;  281,836;  283,945
234,221;  315,299;  297,665;  298,245
234,314;  329,909;  304,915;  311,975
234,407;  326,900;  302,935;  309,075
234,500;  298,639;  277,625;  281,875
234,593;  302,960;  287,095;  285,735
234,686;  311,669;  293,746;  293,765
234,779;  307,690;  291,266;  293,165
234,872;  299,120;  281,806;  281,565
234,965;  305,400;  292,806;  290,795
235,058;  293,859;  274,155;  276,215
235,150;  304,530;  285,776;  290,805
