pru
Integration time [ms]:   0,150
Averaging Nr. [scans]: 100
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 7416147SP
Wave   ;Sample   ;Dark     ;Reference
[nm]   ;[counts] ;[counts] ;[counts] 

230,218;  292,621;  290,315;  293,845
230,311;  318,841;  319,885;  318,565
230,404;  309,931;  309,855;  312,875
230,497;  316,121;  317,385;  315,715
230,591;  334,841;  333,426;  335,355
230,684;  326,560;  326,486;  329,355
230,777;  311,771;  311,736;  314,765
230,870;  315,810;  313,326;  316,955
230,964;  311,901;  310,885;  314,745
231,057;  340,641;  342,496;  343,475
231,150;  332,190;  331,695;  332,715
231,243;  332,521;  330,635;  332,775
231,336;  329,790;  331,375;  331,335
231,430;  320,451;  316,496;  317,715
231,523;  325,151;  324,516;  326,785
231,616;  311,380;  305,445;  309,685
231,709;  344,991;  328,065;  330,025
231,802;  315,940;  300,945;  301,885
231,895;  314,401;  299,836;  300,315
231,988;  327,681;  315,655;  318,535
232,082;  315,871;  298,155;  302,425
232,175;  318,021;  302,155;  306,175
232,268;  317,980;  301,266;  305,345
232,361;  318,171;  304,806;  307,515
232,454;  336,451;  322,396;  323,025
232,547;  336,241;  318,716;  322,655
232,640;  308,380;  296,766;  294,035
232,733;  332,611;  314,116;  323,045
232,826;  307,690;  288,915;  295,035
232,919;  326,931;  313,826;  312,665
233,012;  306,121;  293,646;  292,775
233,105;  315,651;  294,766;  298,815
233,199;  316,380;  299,875;  304,045
233,292;  308,660;  293,475;  296,235
233,385;  276,651;  263,426;  262,225
233,478;  311,201;  293,885;  295,685
233,571;  341,831;  324,586;  327,675
233,664;  319,910;  305,996;  308,435
233,757;  298,461;  280,796;  281,395
233,850;  294,290;  282,255;  285,825
233,943;  306,540;  290,896;  292,195
234,035;  319,611;  300,576;  302,355
234,128;  295,230;  281,836;  283,945
234,221;  313,060;  297,665;  298,245
234,314;  325,141;  304,915;  311,975
234,407;  322,660;  302,935;  309,075
234,500;  297,271;  277,625;  281,875
234,593;  301,320;  287,095;  285,735
234,686;  309,931;  293,746;  293,765
234,779;  306,280;  291,266;  293,165
234,872;  297,431;  281,806;  281,565
234,965;  304,690;  292,806;  290,795
235,058;  290,171;  274,155;  276,215
235,150;  302,861;  285,776;  290,805
