pru
Integration time [ms]:   0,150
Averaging Nr. [scans]: 30
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 7416147SP
Wave   ;Sample   ;Dark     ;Reference
[nm]   ;[counts] ;[counts] ;[counts] 

230,218;  293,353;  290,315;  293,845
230,311;  325,519;  319,885;  318,565
230,404;  314,652;  309,855;  312,875
230,497;  326,219;  317,385;  315,715
230,591;  336,719;  333,426;  335,355
230,684;  328,953;  326,486;  329,355
230,777;  317,253;  311,736;  314,765
230,870;  313,453;  313,326;  316,955
230,964;  313,619;  310,885;  314,745
231,057;  347,853;  342,496;  343,475
231,150;  334,386;  331,695;  332,715
231,243;  336,552;  330,635;  332,775
231,336;  339,719;  331,375;  331,335
231,430;  321,519;  316,496;  317,715
231,523;  326,819;  324,516;  326,785
231,616;  313,052;  305,445;  309,685
231,709;  343,652;  328,065;  330,025
231,802;  316,419;  300,945;  301,885
231,895;  316,586;  299,836;  300,315
231,988;  333,419;  315,655;  318,535
232,082;  315,519;  298,155;  302,425
232,175;  318,819;  302,155;  306,175
232,268;  316,586;  301,266;  305,345
232,361;  325,719;  304,806;  307,515
232,454;  334,753;  322,396;  323,025
232,547;  340,119;  318,716;  322,655
232,640;  311,586;  296,766;  294,035
232,733;  337,086;  314,116;  323,045
232,826;  307,286;  288,915;  295,035
232,919;  329,853;  313,826;  312,665
233,012;  313,853;  293,646;  292,775
233,105;  313,786;  294,766;  298,815
233,199;  321,386;  299,875;  304,045
233,292;  309,119;  293,475;  296,235
233,385;  278,652;  263,426;  262,225
233,478;  311,453;  293,885;  295,685
233,571;  341,786;  324,586;  327,675
233,664;  319,919;  305,996;  308,435
233,757;  296,119;  280,796;  281,395
233,850;  298,586;  282,255;  285,825
233,943;  305,719;  290,896;  292,195
234,035;  320,152;  300,576;  302,355
234,128;  295,886;  281,836;  283,945
234,221;  310,353;  297,665;  298,245
234,314;  320,286;  304,915;  311,975
234,407;  328,786;  302,935;  309,075
234,500;  300,986;  277,625;  281,875
234,593;  305,853;  287,095;  285,735
234,686;  311,186;  293,746;  293,765
234,779;  305,052;  291,266;  293,165
234,872;  298,353;  281,806;  281,565
234,965;  307,052;  292,806;  290,795
235,058;  287,552;  274,155;  276,215
235,150;  309,086;  285,776;  290,805
