pru
Integration time [ms]:   0,150
Averaging Nr. [scans]: 30
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 7416147SP
Wave   ;Sample   ;Dark     ;Reference
[nm]   ;[counts] ;[counts] ;[counts] 

230,218;  298,123;  290,315;  293,845
230,311;  323,890;  319,885;  318,565
230,404;  307,590;  309,855;  312,875
230,497;  321,757;  317,385;  315,715
230,591;  338,423;  333,426;  335,355
230,684;  328,690;  326,486;  329,355
230,777;  314,490;  311,736;  314,765
230,870;  317,757;  313,326;  316,955
230,964;  309,723;  310,885;  314,745
231,057;  341,557;  342,496;  343,475
231,150;  334,657;  331,695;  332,715
231,243;  332,357;  330,635;  332,775
231,336;  333,557;  331,375;  331,335
231,430;  316,290;  316,496;  317,715
231,523;  328,490;  324,516;  326,785
231,616;  308,190;  305,445;  309,685
231,709;  356,490;  328,065;  330,025
231,802;  317,557;  300,945;  301,885
231,895;  317,990;  299,836;  300,315
231,988;  332,290;  315,655;  318,535
232,082;  317,790;  298,155;  302,425
232,175;  323,890;  302,155;  306,175
232,268;  321,223;  301,266;  305,345
232,361;  317,957;  304,806;  307,515
232,454;  336,490;  322,396;  323,025
232,547;  337,223;  318,716;  322,655
232,640;  308,190;  296,766;  294,035
232,733;  336,423;  314,116;  323,045
232,826;  310,123;  288,915;  295,035
232,919;  326,390;  313,826;  312,665
233,012;  308,423;  293,646;  292,775
233,105;  317,723;  294,766;  298,815
233,199;  319,157;  299,875;  304,045
233,292;  309,823;  293,475;  296,235
233,385;  280,523;  263,426;  262,225
233,478;  308,557;  293,885;  295,685
233,571;  342,257;  324,586;  327,675
233,664;  319,557;  305,996;  308,435
233,757;  294,457;  280,796;  281,395
233,850;  297,257;  282,255;  285,825
233,943;  302,590;  290,896;  292,195
234,035;  320,390;  300,576;  302,355
234,128;  295,357;  281,836;  283,945
234,221;  308,757;  297,665;  298,245
234,314;  325,123;  304,915;  311,975
234,407;  324,090;  302,935;  309,075
234,500;  293,123;  277,625;  281,875
234,593;  301,057;  287,095;  285,735
234,686;  311,023;  293,746;  293,765
234,779;  303,257;  291,266;  293,165
234,872;  297,623;  281,806;  281,565
234,965;  300,390;  292,806;  290,795
235,058;  294,123;  274,155;  276,215
235,150;  304,523;  285,776;  290,805
