pru
Integration time [ms]:   0,150
Averaging Nr. [scans]: 100
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 7416147SP
Wave   ;Sample   ;Dark     ;Reference
[nm]   ;[counts] ;[counts] ;[counts] 

230,218;  293,080;  290,315;  293,845
230,311;  319,090;  319,885;  318,565
230,404;  311,350;  309,855;  312,875
230,497;  320,150;  317,385;  315,715
230,591;  334,520;  333,426;  335,355
230,684;  329,020;  326,486;  329,355
230,777;  312,090;  311,736;  314,765
230,870;  314,620;  313,326;  316,955
230,964;  309,850;  310,885;  314,745
231,057;  341,560;  342,496;  343,475
231,150;  333,280;  331,695;  332,715
231,243;  330,270;  330,635;  332,775
231,336;  331,220;  331,375;  331,335
231,430;  318,300;  316,496;  317,715
231,523;  328,300;  324,516;  326,785
231,616;  307,640;  305,445;  309,685
231,709;  344,330;  328,065;  330,025
231,802;  319,630;  300,945;  301,885
231,895;  315,540;  299,836;  300,315
231,988;  329,380;  315,655;  318,535
232,082;  312,060;  298,155;  302,425
232,175;  315,140;  302,155;  306,175
232,268;  315,290;  301,266;  305,345
232,361;  321,310;  304,806;  307,515
232,454;  334,760;  322,396;  323,025
232,547;  335,030;  318,716;  322,655
232,640;  308,710;  296,766;  294,035
232,733;  332,350;  314,116;  323,045
232,826;  306,540;  288,915;  295,035
232,919;  326,180;  313,826;  312,665
233,012;  307,310;  293,646;  292,775
233,105;  312,210;  294,766;  298,815
233,199;  316,240;  299,875;  304,045
233,292;  305,260;  293,475;  296,235
233,385;  273,720;  263,426;  262,225
233,478;  306,180;  293,885;  295,685
233,571;  341,450;  324,586;  327,675
233,664;  322,700;  305,996;  308,435
233,757;  295,790;  280,796;  281,395
233,850;  297,470;  282,255;  285,825
233,943;  307,100;  290,896;  292,195
234,035;  318,290;  300,576;  302,355
234,128;  295,250;  281,836;  283,945
234,221;  314,260;  297,665;  298,245
234,314;  325,670;  304,915;  311,975
234,407;  324,770;  302,935;  309,075
234,500;  295,860;  277,625;  281,875
234,593;  306,000;  287,095;  285,735
234,686;  308,400;  293,746;  293,765
234,779;  308,630;  291,266;  293,165
234,872;  296,790;  281,806;  281,565
234,965;  304,910;  292,806;  290,795
235,058;  292,740;  274,155;  276,215
235,150;  306,330;  285,776;  290,805
