pru
Integration time [ms]:   0,150
Averaging Nr. [scans]: 1
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 7416147SP
Wave   ;Sample   ;Dark     ;Reference
[nm]   ;[counts] ;[counts] ;[counts] 

230,218;  286,275;  290,315;  293,845
230,311;  296,275;  319,885;  318,565
230,404;  307,275;  309,855;  312,875
230,497;  329,275;  317,385;  315,715
230,591;  327,275;  333,426;  335,355
230,684;  331,275;  326,486;  329,355
230,777;  324,275;  311,736;  314,765
230,870;  315,275;  313,326;  316,955
230,964;  272,275;  310,885;  314,745
231,057;  319,275;  342,496;  343,475
231,150;  353,275;  331,695;  332,715
231,243;  308,275;  330,635;  332,775
231,336;  335,275;  331,375;  331,335
231,430;  322,275;  316,496;  317,715
231,523;  335,275;  324,516;  326,785
231,616;  322,275;  305,445;  309,685
231,709;  338,275;  328,065;  330,025
231,802;  325,275;  300,945;  301,885
231,895;  287,275;  299,836;  300,315
231,988;  347,275;  315,655;  318,535
232,082;  309,275;  298,155;  302,425
232,175;  305,275;  302,155;  306,175
232,268;  326,275;  301,266;  305,345
232,361;  321,275;  304,806;  307,515
232,454;  339,275;  322,396;  323,025
232,547;  324,275;  318,716;  322,655
232,640;  288,275;  296,766;  294,035
232,733;  367,275;  314,116;  323,045
232,826;  302,275;  288,915;  295,035
232,919;  351,275;  313,826;  312,665
233,012;  300,275;  293,646;  292,775
233,105;  312,275;  294,766;  298,815
233,199;  309,275;  299,875;  304,045
233,292;  303,275;  293,475;  296,235
233,385;  279,275;  263,426;  262,225
233,478;  328,275;  293,885;  295,685
233,571;  308,275;  324,586;  327,675
233,664;  322,275;  305,996;  308,435
233,757;  311,275;  280,796;  281,395
233,850;  293,275;  282,255;  285,825
233,943;  298,275;  290,896;  292,195
234,035;  270,275;  300,576;  302,355
234,128;  271,275;  281,836;  283,945
234,221;  309,275;  297,665;  298,245
234,314;  302,275;  304,915;  311,975
234,407;  327,275;  302,935;  309,075
234,500;  305,275;  277,625;  281,875
234,593;  269,275;  287,095;  285,735
234,686;  286,275;  293,746;  293,765
234,779;  299,275;  291,266;  293,165
234,872;  301,275;  281,806;  281,565
234,965;  288,275;  292,806;  290,795
235,058;  280,275;  274,155;  276,215
235,150;  281,275;  285,776;  290,805
