pru
Integration time [ms]:   0,150
Averaging Nr. [scans]: 30
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 7416147SP
Wave   ;Sample   ;Dark     ;Reference
[nm]   ;[counts] ;[counts] ;[counts] 

230,218;  297,741;  290,315;  293,845
230,311;  326,108;  319,885;  318,565
230,404;  309,574;  309,855;  312,875
230,497;  316,641;  317,385;  315,715
230,591;  339,241;  333,426;  335,355
230,684;  327,741;  326,486;  329,355
230,777;  317,541;  311,736;  314,765
230,870;  311,508;  313,326;  316,955
230,964;  314,608;  310,885;  314,745
231,057;  341,874;  342,496;  343,475
231,150;  337,908;  331,695;  332,715
231,243;  333,874;  330,635;  332,775
231,336;  333,807;  331,375;  331,335
231,430;  320,774;  316,496;  317,715
231,523;  332,841;  324,516;  326,785
231,616;  308,541;  305,445;  309,685
231,709;  343,974;  328,065;  330,025
231,802;  313,174;  300,945;  301,885
231,895;  317,508;  299,836;  300,315
231,988;  327,874;  315,655;  318,535
232,082;  311,741;  298,155;  302,425
232,175;  312,641;  302,155;  306,175
232,268;  315,941;  301,266;  305,345
232,361;  321,774;  304,806;  307,515
232,454;  339,441;  322,396;  323,025
232,547;  336,041;  318,716;  322,655
232,640;  310,207;  296,766;  294,035
232,733;  332,108;  314,116;  323,045
232,826;  304,641;  288,915;  295,035
232,919;  330,408;  313,826;  312,665
233,012;  305,074;  293,646;  292,775
233,105;  317,941;  294,766;  298,815
233,199;  317,207;  299,875;  304,045
233,292;  308,608;  293,475;  296,235
233,385;  273,074;  263,426;  262,225
233,478;  305,541;  293,885;  295,685
233,571;  333,108;  324,586;  327,675
233,664;  325,074;  305,996;  308,435
233,757;  298,274;  280,796;  281,395
233,850;  296,807;  282,255;  285,825
233,943;  306,108;  290,896;  292,195
234,035;  312,707;  300,576;  302,355
234,128;  298,707;  281,836;  283,945
234,221;  312,408;  297,665;  298,245
234,314;  322,341;  304,915;  311,975
234,407;  325,908;  302,935;  309,075
234,500;  300,807;  277,625;  281,875
234,593;  298,108;  287,095;  285,735
234,686;  309,307;  293,746;  293,765
234,779;  304,874;  291,266;  293,165
234,872;  297,408;  281,806;  281,565
234,965;  305,408;  292,806;  290,795
235,058;  293,174;  274,155;  276,215
235,150;  310,974;  285,776;  290,805
