pru
Integration time [ms]:   0,150
Averaging Nr. [scans]: 30
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 7416147SP
Wave   ;Sample   ;Dark     ;Reference
[nm]   ;[counts] ;[counts] ;[counts] 

230,218;  295,680;  290,315;  293,845
230,311;  323,047;  319,885;  318,565
230,404;  310,713;  309,855;  312,875
230,497;  314,413;  317,385;  315,715
230,591;  335,613;  333,426;  335,355
230,684;  333,880;  326,486;  329,355
230,777;  316,880;  311,736;  314,765
230,870;  312,647;  313,326;  316,955
230,964;  311,180;  310,885;  314,745
231,057;  346,247;  342,496;  343,475
231,150;  338,580;  331,695;  332,715
231,243;  332,113;  330,635;  332,775
231,336;  328,713;  331,375;  331,335
231,430;  317,847;  316,496;  317,715
231,523;  326,480;  324,516;  326,785
231,616;  309,213;  305,445;  309,685
231,709;  343,380;  328,065;  330,025
231,802;  310,113;  300,945;  301,885
231,895;  315,580;  299,836;  300,315
231,988;  325,247;  315,655;  318,535
232,082;  318,013;  298,155;  302,425
232,175;  313,413;  302,155;  306,175
232,268;  315,447;  301,266;  305,345
232,361;  317,613;  304,806;  307,515
232,454;  334,113;  322,396;  323,025
232,547;  340,747;  318,716;  322,655
232,640;  307,780;  296,766;  294,035
232,733;  334,513;  314,116;  323,045
232,826;  307,813;  288,915;  295,035
232,919;  330,313;  313,826;  312,665
233,012;  306,847;  293,646;  292,775
233,105;  313,847;  294,766;  298,815
233,199;  319,413;  299,875;  304,045
233,292;  310,147;  293,475;  296,235
233,385;  273,547;  263,426;  262,225
233,478;  312,080;  293,885;  295,685
233,571;  339,713;  324,586;  327,675
233,664;  321,713;  305,996;  308,435
233,757;  295,213;  280,796;  281,395
233,850;  296,047;  282,255;  285,825
233,943;  306,380;  290,896;  292,195
234,035;  312,147;  300,576;  302,355
234,128;  293,647;  281,836;  283,945
234,221;  310,180;  297,665;  298,245
234,314;  329,547;  304,915;  311,975
234,407;  320,480;  302,935;  309,075
234,500;  299,113;  277,625;  281,875
234,593;  305,247;  287,095;  285,735
234,686;  309,847;  293,746;  293,765
234,779;  305,480;  291,266;  293,165
234,872;  291,947;  281,806;  281,565
234,965;  311,947;  292,806;  290,795
235,058;  291,547;  274,155;  276,215
235,150;  300,313;  285,776;  290,805
