pru
Integration time [ms]:   0,150
Averaging Nr. [scans]: 100
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 7416147SP
Wave   ;Sample   ;Dark     ;Reference
[nm]   ;[counts] ;[counts] ;[counts] 

230,218;  292,345;  290,315;  293,845
230,311;  317,825;  319,885;  318,565
230,404;  312,005;  309,855;  312,875
230,497;  315,425;  317,385;  315,715
230,591;  338,405;  333,426;  335,355
230,684;  328,305;  326,486;  329,355
230,777;  316,975;  311,736;  314,765
230,870;  317,565;  313,326;  316,955
230,964;  311,185;  310,885;  314,745
231,057;  342,105;  342,496;  343,475
231,150;  331,635;  331,695;  332,715
231,243;  328,575;  330,635;  332,775
231,336;  333,115;  331,375;  331,335
231,430;  321,615;  316,496;  317,715
231,523;  329,225;  324,516;  326,785
231,616;  307,895;  305,445;  309,685
231,709;  345,905;  328,065;  330,025
231,802;  316,405;  300,945;  301,885
231,895;  315,455;  299,836;  300,315
231,988;  330,785;  315,655;  318,535
232,082;  314,265;  298,155;  302,425
232,175;  316,725;  302,155;  306,175
232,268;  319,265;  301,266;  305,345
232,361;  318,535;  304,806;  307,515
232,454;  333,545;  322,396;  323,025
232,547;  335,495;  318,716;  322,655
232,640;  309,695;  296,766;  294,035
232,733;  334,075;  314,116;  323,045
232,826;  305,265;  288,915;  295,035
232,919;  328,095;  313,826;  312,665
233,012;  304,555;  293,646;  292,775
233,105;  315,505;  294,766;  298,815
233,199;  315,365;  299,875;  304,045
233,292;  308,305;  293,475;  296,235
233,385;  275,905;  263,426;  262,225
233,478;  312,115;  293,885;  295,685
233,571;  339,065;  324,586;  327,675
233,664;  321,155;  305,996;  308,435
233,757;  297,405;  280,796;  281,395
233,850;  298,035;  282,255;  285,825
233,943;  307,615;  290,896;  292,195
234,035;  319,275;  300,576;  302,355
234,128;  295,895;  281,836;  283,945
234,221;  309,705;  297,665;  298,245
234,314;  324,615;  304,915;  311,975
234,407;  322,845;  302,935;  309,075
234,500;  297,915;  277,625;  281,875
234,593;  302,725;  287,095;  285,735
234,686;  310,295;  293,746;  293,765
234,779;  307,965;  291,266;  293,165
234,872;  296,705;  281,806;  281,565
234,965;  305,715;  292,806;  290,795
235,058;  289,415;  274,155;  276,215
235,150;  304,855;  285,776;  290,805
