pru
Integration time [ms]:   0,150
Averaging Nr. [scans]: 10
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 7416147SP
Wave   ;Sample   ;Dark     ;Reference
[nm]   ;[counts] ;[counts] ;[counts] 

230,218;  290,745;  290,315;  293,845
230,311;  317,345;  319,885;  318,565
230,404;  325,145;  309,855;  312,875
230,497;  316,445;  317,385;  315,715
230,591;  337,945;  333,426;  335,355
230,684;  328,345;  326,486;  329,355
230,777;  322,745;  311,736;  314,765
230,870;  325,745;  313,326;  316,955
230,964;  316,245;  310,885;  314,745
231,057;  342,845;  342,496;  343,475
231,150;  335,545;  331,695;  332,715
231,243;  326,645;  330,635;  332,775
231,336;  331,045;  331,375;  331,335
231,430;  315,145;  316,496;  317,715
231,523;  321,345;  324,516;  326,785
231,616;  310,445;  305,445;  309,685
231,709;  343,045;  328,065;  330,025
231,802;  314,245;  300,945;  301,885
231,895;  319,045;  299,836;  300,315
231,988;  321,945;  315,655;  318,535
232,082;  310,945;  298,155;  302,425
232,175;  305,845;  302,155;  306,175
232,268;  309,745;  301,266;  305,345
232,361;  317,345;  304,806;  307,515
232,454;  327,345;  322,396;  323,025
232,547;  332,045;  318,716;  322,655
232,640;  305,545;  296,766;  294,035
232,733;  336,345;  314,116;  323,045
232,826;  312,445;  288,915;  295,035
232,919;  325,545;  313,826;  312,665
233,012;  302,445;  293,646;  292,775
233,105;  307,445;  294,766;  298,815
233,199;  317,745;  299,875;  304,045
233,292;  302,545;  293,475;  296,235
233,385;  281,945;  263,426;  262,225
233,478;  308,145;  293,885;  295,685
233,571;  339,845;  324,586;  327,675
233,664;  306,145;  305,996;  308,435
233,757;  297,045;  280,796;  281,395
233,850;  293,445;  282,255;  285,825
233,943;  305,145;  290,896;  292,195
234,035;  315,245;  300,576;  302,355
234,128;  289,645;  281,836;  283,945
234,221;  313,745;  297,665;  298,245
234,314;  324,945;  304,915;  311,975
234,407;  322,745;  302,935;  309,075
234,500;  298,045;  277,625;  281,875
234,593;  301,845;  287,095;  285,735
234,686;  309,545;  293,746;  293,765
234,779;  304,945;  291,266;  293,165
234,872;  294,545;  281,806;  281,565
234,965;  304,945;  292,806;  290,795
235,058;  285,645;  274,155;  276,215
235,150;  311,145;  285,776;  290,805
